order_id,order_date,order_datetime,day_index,customer_id,is_first_time_customer,customer_account_age_days,customer_prior_orders,payment_mode,order_value,item_category,pincode,promo_code_used,device_id,order_hour,phase,drift_weight,device_order_count_24h,is_rto,pincode_rolling_rto_rate,device_model_name,app_theme_color
ORD0000138,2026-01-01,2026-01-01 02:27:00,0,CUST007286,True,0,0,COD,493.92,beauty,PIN0030,False,DEV004307,2,pre_drift,0.0,0,0,0.15,OnePlus_Nord,light
ORD0000229,2026-01-01,2026-01-01 02:29:00,0,CUST006531,True,0,0,COD,3385.13,electronics,PIN0039,False,DEV003411,2,pre_drift,0.0,0,1,0.15,OnePlus_Nord,light
ORD0000018,2026-01-01,2026-01-01 02:35:00,0,CUST005269,True,0,0,Prepaid,5036.35,home,PIN0039,False,DEV008883,2,pre_drift,0.0,0,0,0.15,Redmi_9,light
ORD0000177,2026-01-01,2026-01-01 02:43:00,0,CUST007580,True,0,0,COD,408.96,grocery,PIN0018,False,DEV004954,2,pre_drift,0.0,0,0,0.15,Samsung_A54,auto
ORD0000223,2026-01-01,2026-01-01 02:47:00,0,CUST010775,True,0,0,Prepaid,545.94,mobile_accessories,PIN0047,False,DEV002608,2,pre_drift,0.0,0,0,0.15,OnePlus_Nord,dark
ORD0000024,2026-01-01,2026-01-01 02:51:00,0,CUST006251,True,0,0,COD,1894.8,fashion,PIN0002,False,DEV001245,2,pre_drift,0.0,0,0,0.15,Vivo_Y20,auto
ORD0000070,2026-01-01,2026-01-01 02:53:00,0,CUST002421,True,0,0,COD,1881.34,mobile_accessories,PIN0047,False,DEV004688,2,pre_drift,0.0,0,1,0.15,Samsung_A54,light
ORD0000081,2026-01-01,2026-01-01 02:57:00,0,CUST013659,True,0,0,COD,1632.07,home,PIN0011,False,DEV000749,2,pre_drift,0.0,0,0,0.15,Vivo_Y20,dark
ORD0000206,2026-01-01,2026-01-01 03:00:00,0,CUST007265,True,0,0,COD,2458.93,home,PIN0036,False,DEV006155,3,pre_drift,0.0,0,0,0.15,Vivo_Y20,auto
ORD0000124,2026-01-01,2026-01-01 03:06:00,0,CUST000773,True,0,0,COD,1263.89,home,PIN0031,False,DEV003376,3,pre_drift,0.0,0,0,0.15,Redmi_9,dark
ORD0000123,2026-01-01,2026-01-01 03:14:00,0,CUST001388,True,0,0,COD,629.29,fashion,PIN0024,False,DEV002061,3,pre_drift,0.0,0,1,0.15,iPhone_13,light
ORD0000071,2026-01-01,2026-01-01 03:17:00,0,CUST001275,True,0,0,COD,331.71,beauty,PIN0052,False,DEV001697,3,pre_drift,0.0,0,0,0.15,Samsung_A54,auto
ORD0000107,2026-01-01,2026-01-01 03:17:00,0,CUST001619,True,0,0,COD,1445.97,mobile_accessories,PIN0006,False,DEV003663,3,pre_drift,0.0,0,0,0.15,iPhone_13,auto
ORD0000240,2026-01-01,2026-01-01 03:18:00,0,CUST013576,True,0,0,COD,1032.06,fashion,PIN0000,True,DEV007116,3,pre_drift,0.0,0,0,0.15,iPhone_13,dark
ORD0000050,2026-01-01,2026-01-01 03:24:00,0,CUST000685,True,0,0,Prepaid,1623.16,home,PIN0054,False,DEV002302,3,pre_drift,0.0,0,0,0.15,Redmi_9,dark
ORD0000073,2026-01-01,2026-01-01 03:25:00,0,CUST007353,True,0,0,COD,325.45,grocery,PIN0023,False,DEV004910,3,pre_drift,0.0,0,0,0.15,Samsung_A54,dark
ORD0000249,2026-01-01,2026-01-01 03:25:00,0,CUST010806,True,0,0,Prepaid,2489.96,electronics,PIN0001,False,DEV003565,3,pre_drift,0.0,0,0,0.15,Vivo_Y20,dark
ORD0000193,2026-01-01,2026-01-01 03:26:00,0,CUST008706,True,0,0,COD,2086.46,electronics,PIN0026,False,DEV005590,3,pre_drift,0.0,0,1,0.15,OnePlus_Nord,auto
ORD0000108,2026-01-01,2026-01-01 03:49:00,0,CUST013731,True,0,0,COD,3400.32,electronics,PIN0037,False,DEV000859,3,pre_drift,0.0,0,0,0.15,Vivo_Y20,auto
ORD0000209,2026-01-01,2026-01-01 03:51:00,0,CUST005026,True,0,0,COD,558.03,beauty,PIN0001,False,DEV005007,3,pre_drift,0.0,0,0,0.15,iPhone_13,light
ORD0000168,2026-01-01,2026-01-01 03:57:00,0,CUST002456,True,0,0,Prepaid,223.37,grocery,PIN0013,False,DEV007354,3,pre_drift,0.0,0,0,0.15,iPhone_13,light
ORD0000144,2026-01-01,2026-01-01 03:58:00,0,CUST007189,True,0,0,Prepaid,1525.64,fashion,PIN0017,False,DEV001999,3,pre_drift,0.0,0,0,0.15,iPhone_13,dark
ORD0000180,2026-01-01,2026-01-01 03:59:00,0,CUST003541,True,0,0,Prepaid,529.23,grocery,PIN0031,False,DEV003198,3,pre_drift,0.0,0,1,0.15,Samsung_A54,dark
ORD0000251,2026-01-01,2026-01-01 04:05:00,0,CUST001133,True,0,0,COD,524.22,beauty,PIN0043,False,DEV005484,4,pre_drift,0.0,0,1,0.15,Redmi_9,dark
ORD0000064,2026-01-01,2026-01-01 04:11:00,0,CUST000679,True,0,0,COD,450.96,beauty,PIN0029,False,DEV004281,4,pre_drift,0.0,0,0,0.15,OnePlus_Nord,auto
ORD0000085,2026-01-01,2026-01-01 04:13:00,0,CUST010357,True,0,0,COD,1290.95,home,PIN0017,True,DEV007558,4,pre_drift,0.0,0,0,0.15,OnePlus_Nord,dark
ORD0000065,2026-01-01,2026-01-01 04:16:00,0,CUST011431,True,0,0,COD,960.89,beauty,PIN0001,False,DEV006429,4,pre_drift,0.0,0,0,0.15,Samsung_A54,dark
ORD0000198,2026-01-01,2026-01-01 04:19:00,0,CUST009932,True,0,0,Prepaid,705.38,fashion,PIN0001,False,DEV008786,4,pre_drift,0.0,0,1,0.15,OnePlus_Nord,auto
ORD0000227,2026-01-01,2026-01-01 04:33:00,0,CUST011976,True,0,0,Prepaid,4599.13,electronics,PIN0051,True,DEV003661,4,pre_drift,0.0,0,0,0.15,Samsung_A54,light
ORD0000207,2026-01-01,2026-01-01 04:35:00,0,CUST008315,True,0,0,COD,660.77,fashion,PIN0054,False,DEV006214,4,pre_drift,0.0,0,1,0.15,iPhone_13,light
ORD0000131,2026-01-01,2026-01-01 04:35:00,0,CUST012085,True,0,0,COD,220.99,grocery,PIN0012,False,DEV006884,4,pre_drift,0.0,0,0,0.15,iPhone_13,dark
ORD0000253,2026-01-01,2026-01-01 04:35:00,0,CUST002861,True,0,0,COD,761.02,fashion,PIN0041,False,DEV001068,4,pre_drift,0.0,0,1,0.15,Vivo_Y20,dark
ORD0000245,2026-01-01,2026-01-01 04:36:00,0,CUST004406,True,0,0,COD,3847.5,electronics,PIN0019,True,DEV003357,4,pre_drift,0.0,0,1,0.15,iPhone_13,light
ORD0000020,2026-01-01,2026-01-01 04:39:00,0,CUST007217,True,0,0,Prepaid,927.31,fashion,PIN0055,True,DEV005017,4,pre_drift,0.0,0,0,0.15,Redmi_9,light
ORD0000116,2026-01-01,2026-01-01 04:41:00,0,CUST002917,True,0,0,COD,2452.1,home,PIN0038,False,DEV006825,4,pre_drift,0.0,0,0,0.15,Vivo_Y20,light
ORD0000211,2026-01-01,2026-01-01 04:45:00,0,CUST011541,True,0,0,Prepaid,702.83,beauty,PIN0034,False,DEV008349,4,pre_drift,0.0,0,0,0.15,OnePlus_Nord,dark
ORD0000021,2026-01-01,2026-01-01 04:46:00,0,CUST013987,True,0,0,COD,468.47,grocery,PIN0001,True,DEV006074,4,pre_drift,0.0,0,0,0.15,Redmi_9,dark
ORD0000012,2026-01-01,2026-01-01 04:48:00,0,CUST008907,True,0,0,Prepaid,867.46,fashion,PIN0005,False,DEV005331,4,pre_drift,0.0,0,0,0.15,Vivo_Y20,dark
ORD0000010,2026-01-01,2026-01-01 04:48:00,0,CUST009391,True,0,0,COD,8350.44,electronics,PIN0054,False,DEV006990,4,pre_drift,0.0,0,0,0.15,Redmi_9,light
ORD0000002,2026-01-01,2026-01-01 04:49:00,0,CUST013924,True,0,0,COD,734.99,fashion,PIN0044,True,DEV008642,4,pre_drift,0.0,0,1,0.15,Samsung_A54,dark
ORD0000213,2026-01-01,2026-01-01 04:50:00,0,CUST006734,True,0,0,COD,493.16,fashion,PIN0025,False,DEV004640,4,pre_drift,0.0,0,0,0.15,OnePlus_Nord,dark
ORD0000176,2026-01-01,2026-01-01 04:52:00,0,CUST008949,True,0,0,Prepaid,150.0,beauty,PIN0026,True,DEV007100,4,pre_drift,0.0,0,0,0.15,iPhone_13,light
ORD0000086,2026-01-01,2026-01-01 04:52:00,0,CUST012545,True,0,0,COD,622.02,beauty,PIN0043,False,DEV001128,4,pre_drift,0.0,0,1,0.15,Samsung_A54,light
ORD0000099,2026-01-01,2026-01-01 04:54:00,0,CUST009177,True,0,0,COD,265.74,grocery,PIN0043,False,DEV000165,4,pre_drift,0.0,0,0,0.15,OnePlus_Nord,dark
ORD0000235,2026-01-01,2026-01-01 04:55:00,0,CUST010267,True,0,0,COD,2155.56,home,PIN0050,False,DEV001736,4,pre_drift,0.0,0,0,0.15,Samsung_A54,auto
ORD0000137,2026-01-01,2026-01-01 04:56:00,0,CUST001788,True,0,0,COD,437.08,grocery,PIN0025,False,DEV007960,4,pre_drift,0.0,0,1,0.15,iPhone_13,light
ORD0000210,2026-01-01,2026-01-01 05:08:00,0,CUST006650,True,0,0,COD,298.28,mobile_accessories,PIN0037,False,DEV005529,5,pre_drift,0.0,0,1,0.15,OnePlus_Nord,light
ORD0000153,2026-01-01,2026-01-01 05:13:00,0,CUST003876,True,0,0,COD,1707.1,home,PIN0059,False,DEV004735,5,pre_drift,0.0,0,0,0.15,Redmi_9,light
ORD0000009,2026-01-01,2026-01-01 05:17:00,0,CUST008458,True,0,0,COD,1353.57,home,PIN0013,False,DEV004669,5,pre_drift,0.0,0,0,0.15,Redmi_9,dark
ORD0000201,2026-01-01,2026-01-01 05:18:00,0,CUST004772,True,0,0,COD,997.83,mobile_accessories,PIN0038,False,DEV003767,5,pre_drift,0.0,0,0,0.15,OnePlus_Nord,light
ORD0000182,2026-01-01,2026-01-01 05:36:00,0,CUST008409,True,0,0,COD,617.7,mobile_accessories,PIN0022,False,DEV004450,5,pre_drift,0.0,0,1,0.15,iPhone_13,light
ORD0000230,2026-01-01,2026-01-01 05:36:00,0,CUST007748,True,0,0,COD,482.34,grocery,PIN0007,False,DEV006186,5,pre_drift,0.0,0,1,0.15,Vivo_Y20,dark
ORD0000222,2026-01-01,2026-01-01 05:45:00,0,CUST011959,True,0,0,Prepaid,397.56,grocery,PIN0025,False,DEV001100,5,pre_drift,0.0,0,0,0.15,OnePlus_Nord,light
ORD0000145,2026-01-01,2026-01-01 05:58:00,0,CUST005067,True,0,0,COD,385.84,grocery,PIN0056,False,DEV008325,5,pre_drift,0.0,0,0,0.15,Samsung_A54,dark
ORD0000077,2026-01-01,2026-01-01 05:58:00,0,CUST009792,True,0,0,COD,2472.43,fashion,PIN0051,True,DEV004650,5,pre_drift,0.0,0,0,0.15,Vivo_Y20,light
ORD0000046,2026-01-01,2026-01-01 06:00:00,0,CUST007743,True,0,0,Prepaid,2450.65,fashion,PIN0057,False,DEV005973,6,pre_drift,0.0,0,0,0.15,iPhone_13,dark
ORD0000225,2026-01-01,2026-01-01 06:00:00,0,CUST006648,True,0,0,Prepaid,689.27,mobile_accessories,PIN0001,True,DEV001395,6,pre_drift,0.0,0,0,0.2,iPhone_13,dark
ORD0000218,2026-01-01,2026-01-01 06:08:00,0,CUST000493,True,0,0,COD,547.29,beauty,PIN0026,False,DEV002449,6,pre_drift,0.0,0,0,0.15,Samsung_A54,light
ORD0000143,2026-01-01,2026-01-01 06:18:00,0,CUST000969,True,0,0,COD,2317.39,home,PIN0054,False,DEV006444,6,pre_drift,0.0,0,0,0.15,Redmi_9,light
ORD0000228,2026-01-01,2026-01-01 06:27:00,0,CUST002802,True,0,0,COD,2325.47,home,PIN0042,False,DEV006200,6,pre_drift,0.0,0,0,0.15,iPhone_13,auto
ORD0000101,2026-01-01,2026-01-01 06:31:00,0,CUST007589,True,0,0,COD,349.11,grocery,PIN0032,False,DEV006387,6,pre_drift,0.0,0,0,0.15,Vivo_Y20,light
ORD0000159,2026-01-01,2026-01-01 06:49:00,0,CUST002452,True,0,0,COD,997.51,home,PIN0045,True,DEV003379,6,pre_drift,0.0,0,1,0.15,OnePlus_Nord,dark
ORD0000100,2026-01-01,2026-01-01 06:57:00,0,CUST009349,True,0,0,COD,3857.74,electronics,PIN0010,False,DEV001381,6,pre_drift,0.0,0,1,0.15,Vivo_Y20,light
ORD0000147,2026-01-01,2026-01-01 06:58:00,0,CUST010142,True,0,0,COD,644.73,beauty,PIN0026,True,DEV007557,6,pre_drift,0.0,0,0,0.15,Vivo_Y20,auto
ORD0000079,2026-01-01,2026-01-01 07:09:00,0,CUST008060,True,0,0,COD,3729.85,electronics,PIN0056,True,DEV000842,7,pre_drift,0.0,0,0,0.15,Redmi_9,dark
ORD0000192,2026-01-01,2026-01-01 07:17:00,0,CUST004307,True,0,0,Prepaid,659.38,fashion,PIN0045,True,DEV002145,7,pre_drift,0.0,0,1,0.15,Vivo_Y20,auto
ORD0000019,2026-01-01,2026-01-01 07:26:00,0,CUST000453,True,0,0,COD,703.33,home,PIN0041,False,DEV000023,7,pre_drift,0.0,0,0,0.15,Redmi_9,light
ORD0000067,2026-01-01,2026-01-01 07:30:00,0,CUST008447,True,0,0,COD,1279.45,fashion,PIN0054,False,DEV008865,7,pre_drift,0.0,0,0,0.15,Redmi_9,dark
ORD0000090,2026-01-01,2026-01-01 07:31:00,0,CUST003544,True,0,0,Prepaid,1178.88,fashion,PIN0052,False,DEV000512,7,pre_drift,0.0,0,0,0.15,iPhone_13,auto
ORD0000062,2026-01-01,2026-01-01 07:31:00,0,CUST012078,True,0,0,COD,1312.33,fashion,PIN0009,False,DEV000260,7,pre_drift,0.0,0,0,0.15,iPhone_13,dark
ORD0000080,2026-01-01,2026-01-01 08:16:00,0,CUST000654,True,0,0,COD,3098.83,electronics,PIN0020,False,DEV006613,8,pre_drift,0.0,0,0,0.15,Samsung_A54,light
ORD0000162,2026-01-01,2026-01-01 08:21:00,0,CUST003819,True,0,0,COD,277.49,mobile_accessories,PIN0021,False,DEV001395,8,pre_drift,0.0,1,1,0.15,Vivo_Y20,dark
ORD0000140,2026-01-01,2026-01-01 08:25:00,0,CUST003144,True,0,0,COD,3997.02,fashion,PIN0048,False,DEV002395,8,pre_drift,0.0,0,0,0.15,Samsung_A54,light
ORD0000084,2026-01-01,2026-01-01 08:35:00,0,CUST010401,True,0,0,COD,758.19,fashion,PIN0037,False,DEV004808,8,pre_drift,0.0,0,1,0.15,Vivo_Y20,dark
ORD0000095,2026-01-01,2026-01-01 08:35:00,0,CUST009239,True,0,0,Prepaid,567.26,beauty,PIN0039,False,DEV005497,8,pre_drift,0.0,0,0,0.15,Samsung_A54,dark
ORD0000197,2026-01-01,2026-01-01 08:46:00,0,CUST007183,True,0,0,COD,3186.12,electronics,PIN0027,False,DEV003977,8,pre_drift,0.0,0,0,0.15,iPhone_13,light
ORD0000068,2026-01-01,2026-01-01 08:50:00,0,CUST005796,True,0,0,COD,366.47,grocery,PIN0038,True,DEV003029,8,pre_drift,0.0,0,1,0.15,iPhone_13,auto
ORD0000161,2026-01-01,2026-01-01 09:11:00,0,CUST003370,True,0,0,COD,439.34,home,PIN0020,False,DEV003407,9,pre_drift,0.0,0,1,0.15,iPhone_13,dark
ORD0000214,2026-01-01,2026-01-01 09:13:00,0,CUST010118,True,0,0,COD,1127.21,mobile_accessories,PIN0030,True,DEV008368,9,pre_drift,0.0,0,0,0.15,iPhone_13,light
ORD0000078,2026-01-01,2026-01-01 09:24:00,0,CUST011269,True,0,0,COD,8043.32,home,PIN0043,False,DEV005751,9,pre_drift,0.0,0,0,0.15,OnePlus_Nord,auto
ORD0000117,2026-01-01,2026-01-01 09:27:00,0,CUST013865,True,0,0,COD,700.52,mobile_accessories,PIN0051,False,DEV001450,9,pre_drift,0.0,0,0,0.15,iPhone_13,dark
ORD0000129,2026-01-01,2026-01-01 09:27:00,0,CUST005306,True,0,0,COD,2383.3,home,PIN0055,False,DEV006641,9,pre_drift,0.0,0,0,0.15,Redmi_9,light
ORD0000167,2026-01-01,2026-01-01 09:44:00,0,CUST002377,True,0,0,Prepaid,164.22,grocery,PIN0013,False,DEV001957,9,pre_drift,0.0,0,1,0.15,iPhone_13,auto
ORD0000004,2026-01-01,2026-01-01 09:47:00,0,CUST002444,True,0,0,COD,424.71,grocery,PIN0049,False,DEV000717,9,pre_drift,0.0,0,0,0.15,OnePlus_Nord,auto
ORD0000026,2026-01-01,2026-01-01 09:58:00,0,CUST000061,True,0,0,COD,250.93,grocery,PIN0002,True,DEV004265,9,pre_drift,0.0,0,1,0.15,OnePlus_Nord,dark
ORD0000133,2026-01-01,2026-01-01 10:00:00,0,CUST012788,True,0,0,Prepaid,150.0,grocery,PIN0033,False,DEV000083,10,pre_drift,0.0,0,1,0.15,OnePlus_Nord,auto
ORD0000083,2026-01-01,2026-01-01 10:05:00,0,CUST008595,True,0,0,COD,1784.9,fashion,PIN0058,False,DEV005400,10,pre_drift,0.0,0,1,0.15,OnePlus_Nord,auto
ORD0000076,2026-01-01,2026-01-01 10:06:00,0,CUST009042,True,0,0,COD,435.15,grocery,PIN0022,False,DEV001026,10,pre_drift,0.0,0,0,0.15,Samsung_A54,light
ORD0000098,2026-01-01,2026-01-01 10:07:00,0,CUST005870,True,0,0,COD,1402.31,home,PIN0011,True,DEV005911,10,pre_drift,0.0,0,0,0.15,Samsung_A54,light
ORD0000220,2026-01-01,2026-01-01 10:14:00,0,CUST005960,True,0,0,COD,494.22,home,PIN0001,True,DEV002928,10,pre_drift,0.0,0,0,0.1666666666666666,Redmi_9,auto
ORD0000255,2026-01-01,2026-01-01 10:17:00,0,CUST013284,True,0,0,COD,365.3,mobile_accessories,PIN0018,False,DEV006869,10,pre_drift,0.0,0,1,0.15,Samsung_A54,auto
ORD0000252,2026-01-01,2026-01-01 10:18:00,0,CUST007786,True,0,0,COD,774.0,home,PIN0042,False,DEV002142,10,pre_drift,0.0,0,0,0.15,OnePlus_Nord,auto
ORD0000128,2026-01-01,2026-01-01 10:25:00,0,CUST003036,True,0,0,COD,1767.03,mobile_accessories,PIN0011,False,DEV007237,10,pre_drift,0.0,0,1,0.15,iPhone_13,auto
ORD0000008,2026-01-01,2026-01-01 10:28:00,0,CUST013537,True,0,0,COD,1647.52,home,PIN0051,True,DEV007111,10,pre_drift,0.0,0,1,0.15,iPhone_13,light
ORD0000238,2026-01-01,2026-01-01 10:28:00,0,CUST005951,True,0,0,Prepaid,949.95,mobile_accessories,PIN0002,False,DEV007944,10,pre_drift,0.0,0,0,0.15,OnePlus_Nord,dark
ORD0000027,2026-01-01,2026-01-01 10:34:00,0,CUST007602,True,0,0,COD,1033.77,beauty,PIN0047,False,DEV007886,10,pre_drift,0.0,0,0,0.15,Vivo_Y20,dark
ORD0000169,2026-01-01,2026-01-01 10:34:00,0,CUST003866,True,0,0,COD,709.74,mobile_accessories,PIN0020,False,DEV008689,10,pre_drift,0.0,0,0,0.15,OnePlus_Nord,auto
ORD0000155,2026-01-01,2026-01-01 10:39:00,0,CUST010466,True,0,0,Prepaid,525.59,beauty,PIN0046,False,DEV004240,10,pre_drift,0.0,0,0,0.15,Samsung_A54,light
ORD0000052,2026-01-01,2026-01-01 10:43:00,0,CUST006285,True,0,0,COD,962.79,mobile_accessories,PIN0023,False,DEV005059,10,pre_drift,0.0,0,1,0.15,iPhone_13,dark
ORD0000243,2026-01-01,2026-01-01 10:45:00,0,CUST002603,True,0,0,COD,1050.88,home,PIN0015,True,DEV003078,10,pre_drift,0.0,0,0,0.15,OnePlus_Nord,dark
ORD0000134,2026-01-01,2026-01-01 10:46:00,0,CUST013107,True,0,0,COD,1536.97,home,PIN0019,True,DEV008898,10,pre_drift,0.0,0,1,0.15,iPhone_13,dark
ORD0000183,2026-01-01,2026-01-01 11:03:00,0,CUST013087,True,0,0,COD,2380.6,electronics,PIN0049,False,DEV000113,11,pre_drift,0.0,0,0,0.15,OnePlus_Nord,light
ORD0000119,2026-01-01,2026-01-01 11:06:00,0,CUST009947,True,0,0,COD,1312.83,home,PIN0027,False,DEV000482,11,pre_drift,0.0,0,1,0.15,OnePlus_Nord,light
ORD0000127,2026-01-01,2026-01-01 11:07:00,0,CUST004564,True,0,0,COD,837.93,mobile_accessories,PIN0029,False,DEV002785,11,pre_drift,0.0,0,1,0.15,Samsung_A54,light
ORD0000088,2026-01-01,2026-01-01 11:21:00,0,CUST013160,True,0,0,COD,2914.81,electronics,PIN0004,False,DEV008019,11,pre_drift,0.0,0,0,0.15,OnePlus_Nord,auto
ORD0000190,2026-01-01,2026-01-01 11:25:00,0,CUST007309,True,0,0,COD,2883.18,electronics,PIN0056,False,DEV006486,11,pre_drift,0.0,0,0,0.15,iPhone_13,light
ORD0000156,2026-01-01,2026-01-01 11:27:00,0,CUST013019,True,0,0,COD,1431.34,home,PIN0057,False,DEV005491,11,pre_drift,0.0,0,0,0.15,Redmi_9,auto
ORD0000030,2026-01-01,2026-01-01 11:35:00,0,CUST008236,True,0,0,COD,2572.22,home,PIN0036,False,DEV003024,11,pre_drift,0.0,0,1,0.15,iPhone_13,auto
ORD0000164,2026-01-01,2026-01-01 11:38:00,0,CUST006453,True,0,0,COD,1900.13,home,PIN0045,False,DEV000020,11,pre_drift,0.0,0,0,0.15,Samsung_A54,dark
ORD0000199,2026-01-01,2026-01-01 11:50:00,0,CUST004312,True,0,0,Prepaid,3199.01,electronics,PIN0024,False,DEV001589,11,pre_drift,0.0,0,0,0.15,Redmi_9,dark
